trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.999000499833375}",20,0,-89.31062034120318,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
2,False,"{'a': 0.1, 'e': 0.9980019986673331}",20,0,-101.69337094280802,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
3,False,"{'a': 0.1, 'e': 0.997004495503373}",20,0,-129.41075769151786,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
4,False,"{'a': 0.1, 'e': 0.9960079893439915}",25,0,-49.64368660635455,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
5,False,"{'a': 0.1, 'e': 0.9950124791926823}",25,0,-78.18280031033159,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
6,False,"{'a': 0.1, 'e': 0.9940179640539353}",30,0,-131.27741007819716,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
7,False,"{'a': 0.1, 'e': 0.9930244429332351}",25,7,-15.939598992779288,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
8,False,"{'a': 0.1, 'e': 0.9920319148370607}",25,0,-142.19565417169542,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
9,False,"{'a': 0.1, 'e': 0.9910403787728838}",20,0,-33.29203271784057,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
10,False,"{'a': 0.1, 'e': 0.9900498337491682}",20,9,-50.8990208315092,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
11,False,"{'a': 0.1, 'e': 0.9890602787753688}",35,0,-198.42554833282568,"{0: 20, 1: 1, 2: 8, 3: 5, 4: 1}",0
12,False,"{'a': 0.1, 'e': 0.9880717128619307}",20,0,-169.59465804002693,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
13,False,"{'a': 0.1, 'e': 0.9870841350202878}",20,0,-65.93059815884585,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
14,False,"{'a': 0.1, 'e': 0.9860975442628621}",35,0,-212.68865877051473,"{0: 21, 1: 4, 2: 5, 3: 2, 4: 3}",0
15,False,"{'a': 0.1, 'e': 0.9851119396030629}",20,0,-122.07875890102898,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
16,False,"{'a': 0.1, 'e': 0.9841273200552854}",30,0,-190.78369283303994,"{0: 14, 1: 3, 2: 9, 3: 3, 4: 1}",0
17,False,"{'a': 0.1, 'e': 0.9831436846349099}",25,0,-68.74410043956529,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
18,False,"{'a': 0.1, 'e': 0.982161032358301}",30,0,-212.1036754893324,"{0: 13, 1: 5, 2: 8, 3: 2, 4: 2}",0
19,False,"{'a': 0.1, 'e': 0.9811793622428063}",25,0,-145.53745378742212,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
20,False,"{'a': 0.1, 'e': 0.9801986733067557}",30,0,-183.6178402489576,"{0: 15, 1: 2, 2: 9, 3: 3, 4: 1}",0
21,False,"{'a': 0.1, 'e': 0.97921896456946}",20,0,-25.72891591893674,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
22,False,"{'a': 0.1, 'e': 0.9782402350512105}",25,0,-214.3094830505152,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 4}",0
23,False,"{'a': 0.1, 'e': 0.9772624837732775}",20,0,-80.20514957983309,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
24,False,"{'a': 0.1, 'e': 0.9762857097579097}",25,0,-115.07080199516287,"{0: 13, 1: 4, 2: 5, 3: 3, 4: 0}",0
25,False,"{'a': 0.1, 'e': 0.9753099120283332}",20,0,-126.97762808813465,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
26,False,"{'a': 0.1, 'e': 0.9743350896087498}",25,8,-101.16133086572326,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 1}",1
27,False,"{'a': 0.1, 'e': 0.9733612415243373}",25,0,-196.8572822904926,"{0: 13, 1: 6, 2: 2, 3: 0, 4: 4}",0
28,False,"{'a': 0.1, 'e': 0.9723883668012475}",25,0,-171.11284730326028,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
29,False,"{'a': 0.1, 'e': 0.9714164644666055}",20,0,-96.97581950403733,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
30,False,"{'a': 0.1, 'e': 0.9704455335485088}",20,0,-81.35890437938833,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
31,False,"{'a': 0.1, 'e': 0.9694755730760266}",25,0,-121.60862235724656,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
32,False,"{'a': 0.1, 'e': 0.9685065820791983}",25,0,-158.29436176353659,"{0: 16, 1: 1, 2: 3, 3: 3, 4: 2}",0
33,False,"{'a': 0.1, 'e': 0.9675385595890327}",25,0,-217.58942982704974,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 4}",0
34,False,"{'a': 0.1, 'e': 0.9665715046375073}",20,0,-113.61396600949857,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
35,False,"{'a': 0.1, 'e': 0.9656054162575671}",25,0,-1.9577464143115701,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
36,False,"{'a': 0.1, 'e': 0.9646402934831237}",20,0,-67.27837922116646,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
37,False,"{'a': 0.1, 'e': 0.9636761353490542}",20,0,-51.4050688236456,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
38,False,"{'a': 0.1, 'e': 0.9627129408912003}",20,0,-127.5267025907549,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
39,False,"{'a': 0.1, 'e': 0.9617507091463675}",25,0,-102.97051958097565,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
40,False,"{'a': 0.1, 'e': 0.9607894391523241}",20,0,-119.7755575255313,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
41,False,"{'a': 0.1, 'e': 0.9598291299477998}",30,2,-141.23255682732892,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 2}",1
42,False,"{'a': 0.1, 'e': 0.9588697805724854}",25,0,-155.6099988005265,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
43,False,"{'a': 0.1, 'e': 0.9579113900670315}",30,0,-266.33405364710325,"{0: 11, 1: 4, 2: 10, 3: 2, 4: 3}",0
44,False,"{'a': 0.1, 'e': 0.9569539574730476}",20,0,-4.01250891347241,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
45,False,"{'a': 0.1, 'e': 0.9559974818331008}",25,0,-358.98324245794385,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 7}",0
46,False,"{'a': 0.1, 'e': 0.9550419621907156}",25,0,-87.67434272338059,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
47,False,"{'a': 0.1, 'e': 0.9540873975903721}",20,0,-134.86960268786774,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 3}",0
48,False,"{'a': 0.1, 'e': 0.9531337870775057}",20,0,-70.20119786937727,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
49,False,"{'a': 0.1, 'e': 0.9521811296985059}",25,0,-161.6009536914027,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
50,False,"{'a': 0.1, 'e': 0.951229424500715}",20,0,-70.41997809734131,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
51,False,"{'a': 0.1, 'e': 0.950278670532428}",25,0,-114.77049207834088,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
52,False,"{'a': 0.1, 'e': 0.9493288668428906}",25,0,-142.40140978936063,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
53,False,"{'a': 0.1, 'e': 0.9483800124822993}",25,0,-111.80941681933861,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
54,False,"{'a': 0.1, 'e': 0.9474321065017994}",20,0,-37.8217985971773,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
55,False,"{'a': 0.1, 'e': 0.946485147953485}",20,0,-121.01194398540133,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
56,False,"{'a': 0.1, 'e': 0.9455391358903975}",30,0,-115.86119097063877,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
57,False,"{'a': 0.1, 'e': 0.9445940693665246}",25,0,-121.2919458184858,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
58,False,"{'a': 0.1, 'e': 0.9436499474367998}",25,13,-10.458810483424404,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.1, 'e': 0.942706769157101}",30,0,-120.17468620495205,"{0: 18, 1: 2, 2: 7, 3: 3, 4: 0}",0
60,False,"{'a': 0.1, 'e': 0.94176453358425}",25,0,-109.51884481933331,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
61,False,"{'a': 0.1, 'e': 0.9408232397760111}",30,11,-100.25829548638295,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 1}",1
62,False,"{'a': 0.1, 'e': 0.9398828867910903}",25,0,-85.24902660921266,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
63,False,"{'a': 0.1, 'e': 0.9389434736891347}",30,0,-51.022907837195184,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
64,False,"{'a': 0.1, 'e': 0.9380049995307309}",30,0,-128.7772164419991,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
65,False,"{'a': 0.1, 'e': 0.9370674633774049}",20,0,-105.93715683800875,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
66,False,"{'a': 0.1, 'e': 0.9361308642916203}",30,0,-100.45857942406639,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
67,False,"{'a': 0.1, 'e': 0.935195201336778}",30,0,-156.28991436970873,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
68,False,"{'a': 0.1, 'e': 0.9342604735772151}",20,0,-83.51885787471281,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
69,False,"{'a': 0.1, 'e': 0.9333266800782035}",25,9,-169.37168411222856,"{0: 5, 1: 1, 2: 7, 3: 1, 4: 2}",1
70,False,"{'a': 0.1, 'e': 0.9323938199059498}",35,0,-216.49413677195733,"{0: 19, 1: 1, 2: 11, 3: 2, 4: 2}",0
71,False,"{'a': 0.1, 'e': 0.9314618921275938}",25,0,-30.626202380815446,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
72,False,"{'a': 0.1, 'e': 0.9305308958112074}",25,0,-120.46522275272055,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
73,False,"{'a': 0.1, 'e': 0.9296008300257944}",25,1,-156.821668261792,"{0: 12, 1: 1, 2: 9, 3: 0, 4: 2}",1
74,False,"{'a': 0.1, 'e': 0.9286716938412889}",20,0,-202.88043580611043,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
75,False,"{'a': 0.1, 'e': 0.9277434863285546}",25,0,-181.92766404006625,"{0: 12, 1: 0, 2: 10, 3: 1, 4: 2}",0
76,False,"{'a': 0.1, 'e': 0.926816206559384}",25,0,-156.7604277847032,"{0: 12, 1: 4, 2: 5, 3: 3, 4: 1}",0
77,False,"{'a': 0.1, 'e': 0.9258898536064972}",30,0,-44.63031101674965,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.1, 'e': 0.9249644265435412}",20,0,-30.776432605996472,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
79,False,"{'a': 0.1, 'e': 0.9240399244450888}",25,0,-29.628043001100462,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
80,False,"{'a': 0.1, 'e': 0.9231163463866378}",20,0,-26.201507723082045,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
81,False,"{'a': 0.1, 'e': 0.92219369144461}",25,0,-88.52845750983543,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
82,False,"{'a': 0.1, 'e': 0.9212719586963507}",20,0,-96.77436605052554,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
83,False,"{'a': 0.1, 'e': 0.9203511472201268}",35,0,-116.85342011101612,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
84,False,"{'a': 0.1, 'e': 0.9194312560951268}",25,0,-48.2446855511429,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
85,False,"{'a': 0.1, 'e': 0.9185122844014595}",30,0,-215.73221007698743,"{0: 14, 1: 5, 2: 7, 3: 1, 4: 3}",0
86,False,"{'a': 0.1, 'e': 0.9175942312201532}",25,0,-89.66912734581443,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
87,False,"{'a': 0.1, 'e': 0.9166770956331545}",25,0,-179.46443609305845,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
88,False,"{'a': 0.1, 'e': 0.9157608767233278}",20,3,-57.707842025680556,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 0}",1
89,False,"{'a': 0.1, 'e': 0.9148455735744543}",20,0,-53.770372402121,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
90,False,"{'a': 0.1, 'e': 0.9139311852712305}",25,0,-127.49339327658879,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
91,False,"{'a': 0.1, 'e': 0.9130177108992682}",20,0,-119.5401543813736,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
92,False,"{'a': 0.1, 'e': 0.9121051495450928}",25,0,-140.87615995329648,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
93,False,"{'a': 0.1, 'e': 0.911193500296143}",25,0,-69.43828088970392,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
94,False,"{'a': 0.1, 'e': 0.9102827622407694}",20,0,-105.66887673336966,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
95,False,"{'a': 0.1, 'e': 0.909372934468234}",25,9,-98.04983114861481,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 1}",1
96,False,"{'a': 0.1, 'e': 0.9084640160687087}",30,0,-96.96150587140082,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
97,False,"{'a': 0.1, 'e': 0.9075560061332753}",30,0,-84.2696183739116,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
98,False,"{'a': 0.1, 'e': 0.9066489037539236}",30,0,-87.66621399247956,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
99,False,"{'a': 0.1, 'e': 0.9057427080235512}",30,0,-122.61914877005117,"{0: 20, 1: 3, 2: 3, 3: 3, 4: 1}",0
100,False,"{'a': 0.1, 'e': 0.9048374180359623}",20,0,-29.6334035954448,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
101,False,"{'a': 0.1, 'e': 0.9039330328858668}",25,0,-140.89057024227225,"{0: 12, 1: 3, 2: 6, 3: 4, 4: 0}",0
102,False,"{'a': 0.1, 'e': 0.9030295516688795}",20,0,-64.90393615577909,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
103,False,"{'a': 0.1, 'e': 0.9021269734815193}",25,0,-277.42947960389967,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 5}",0
104,False,"{'a': 0.1, 'e': 0.9012252974212076}",20,0,-96.56564368854517,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
105,False,"{'a': 0.1, 'e': 0.9003245225862685}",20,0,-61.88197287598012,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
106,False,"{'a': 0.1, 'e': 0.8994246480759269}",20,0,-130.88123165848128,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
107,False,"{'a': 0.1, 'e': 0.8985256729903084}",30,0,-156.5153223200741,"{0: 20, 1: 1, 2: 4, 3: 3, 4: 2}",0
108,False,"{'a': 0.1, 'e': 0.8976275964304378}",20,0,-154.24629627538602,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
109,False,"{'a': 0.1, 'e': 0.8967304174982383}",20,0,-79.70746494962717,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
110,False,"{'a': 0.1, 'e': 0.8958341352965312}",25,0,-69.83387497663193,"{0: 18, 1: 1, 2: 3, 3: 3, 4: 0}",0
111,False,"{'a': 0.1, 'e': 0.894938748929034}",35,0,-145.67588243535076,"{0: 19, 1: 5, 2: 8, 3: 3, 4: 0}",0
112,False,"{'a': 0.1, 'e': 0.8940442575003603}",20,0,-66.60873695840334,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
113,False,"{'a': 0.1, 'e': 0.8931506601160186}",25,0,-95.46885806420937,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
114,False,"{'a': 0.1, 'e': 0.8922579558824114}",20,0,-73.33854198069112,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
115,False,"{'a': 0.1, 'e': 0.8913661439068344}",30,0,-109.22690169133949,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
116,False,"{'a': 0.1, 'e': 0.8904752232974757}",35,15,-37.64378686301885,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
117,False,"{'a': 0.1, 'e': 0.8895851931634146}",30,0,-100.88377137559478,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
118,False,"{'a': 0.1, 'e': 0.8886960526146206}",20,7,-88.63551779950139,"{0: 7, 1: 2, 2: 1, 3: 2, 4: 1}",1
119,False,"{'a': 0.1, 'e': 0.8878078007619533}",20,0,-29.35507087645645,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
120,False,"{'a': 0.1, 'e': 0.8869204367171608}",20,0,-147.8953695264978,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
121,False,"{'a': 0.1, 'e': 0.8860339595928789}",20,0,-48.03048436375027,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
122,False,"{'a': 0.1, 'e': 0.8851483685026305}",20,0,-172.5284310671465,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
123,False,"{'a': 0.1, 'e': 0.8842636625608242}",20,0,-116.69108767724445,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
124,False,"{'a': 0.1, 'e': 0.8833798408827542}",25,0,-107.3879335759114,"{0: 17, 1: 3, 2: 1, 3: 3, 4: 1}",0
125,False,"{'a': 0.1, 'e': 0.8824969025845988}",30,0,-222.4419397395357,"{0: 12, 1: 7, 2: 4, 3: 6, 4: 1}",0
126,False,"{'a': 0.1, 'e': 0.8816148467834195}",20,0,-91.17979638112931,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
127,False,"{'a': 0.1, 'e': 0.8807336725971604}",25,18,-5.8775460058170514,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.1, 'e': 0.8798533791446473}",25,0,-201.32046158416756,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
129,False,"{'a': 0.1, 'e': 0.8789739655455867}",30,12,-53.98348363850186,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
130,False,"{'a': 0.1, 'e': 0.8780954309205649}",20,0,-69.89911924338361,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
131,False,"{'a': 0.1, 'e': 0.8772177743910471}",20,0,-57.31178979215615,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
132,False,"{'a': 0.1, 'e': 0.8763409950793768}",20,0,-47.12379933653639,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
133,False,"{'a': 0.1, 'e': 0.8754650921087747}",20,0,-141.99905074779548,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
134,False,"{'a': 0.1, 'e': 0.8745900646033375}",25,14,-22.891664979168446,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
135,False,"{'a': 0.1, 'e': 0.873715911688038}",25,14,-76.76181782757733,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
136,False,"{'a': 0.1, 'e': 0.8728426324887228}",20,0,-130.51391759229807,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
137,False,"{'a': 0.1, 'e': 0.871970226132113}",20,0,-50.97399003575448,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
138,False,"{'a': 0.1, 'e': 0.8710986917458019}",25,0,-75.9434808462771,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
139,False,"{'a': 0.1, 'e': 0.8702280284582552}",30,0,-156.24528584730072,"{0: 18, 1: 6, 2: 3, 3: 0, 4: 3}",0
140,False,"{'a': 0.1, 'e': 0.8693582353988094}",20,0,-137.16677877567832,"{0: 11, 1: 4, 2: 1, 3: 2, 4: 2}",0
141,False,"{'a': 0.1, 'e': 0.8684893116976715}",20,0,-62.19248070209011,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
142,False,"{'a': 0.1, 'e': 0.8676212564859177}",20,0,-80.75446829456365,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
143,False,"{'a': 0.1, 'e': 0.8667540688954927}",20,13,-7.17412455292945,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.1, 'e': 0.8658877480592088}",20,0,-71.4819254083291,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
145,False,"{'a': 0.1, 'e': 0.8650222931107451}",30,0,-98.09708006011506,"{0: 19, 1: 3, 2: 5, 3: 3, 4: 0}",0
146,False,"{'a': 0.1, 'e': 0.8641577031846466}",25,0,-108.2316651153938,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
147,False,"{'a': 0.1, 'e': 0.8632939774163233}",35,0,-235.9827053397132,"{0: 18, 1: 0, 2: 10, 3: 6, 4: 1}",0
148,False,"{'a': 0.1, 'e': 0.8624311149420494}",25,0,-123.55708405495183,"{0: 14, 1: 1, 2: 7, 3: 3, 4: 0}",0
149,False,"{'a': 0.1, 'e': 0.8615691148989623}",35,0,-164.5100835435646,"{0: 21, 1: 7, 2: 4, 3: 0, 4: 3}",0
150,False,"{'a': 0.1, 'e': 0.8607079764250618}",20,0,-65.3713817306159,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
151,False,"{'a': 0.1, 'e': 0.8598476986592095}",25,0,-95.5203186060259,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
152,False,"{'a': 0.1, 'e': 0.8589882807411275}",25,0,-128.655642630343,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
153,False,"{'a': 0.1, 'e': 0.8581297218113979}",20,0,-40.62130537490559,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
154,False,"{'a': 0.1, 'e': 0.8572720210114616}",20,8,-44.49599919597118,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
155,False,"{'a': 0.1, 'e': 0.8564151774836177}",30,0,-38.55196322069207,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
156,False,"{'a': 0.1, 'e': 0.8555591903710227}",25,5,-121.35008343947553,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",1
157,False,"{'a': 0.1, 'e': 0.8547040588176893}",20,0,-106.05869706733952,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
158,False,"{'a': 0.1, 'e': 0.8538497819684859}",20,0,-79.64519160681994,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
159,False,"{'a': 0.1, 'e': 0.8529963589691357}",20,8,1.7946107842263916,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.1, 'e': 0.8521437889662156}",20,0,-54.93075526524186,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
161,False,"{'a': 0.1, 'e': 0.8512920711071554}",30,14,-57.084380795050365,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 0}",1
162,False,"{'a': 0.1, 'e': 0.8504412045402373}",25,0,-206.5022147841252,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
163,False,"{'a': 0.1, 'e': 0.8495911884145946}",20,0,-77.60805805045591,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
164,False,"{'a': 0.1, 'e': 0.8487420218802111}",20,0,-10.363966374371055,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
165,False,"{'a': 0.1, 'e': 0.8478937040879202}",25,0,-119.60262134897313,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
166,False,"{'a': 0.1, 'e': 0.8470462341894041}",20,0,-75.2672436817605,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
167,False,"{'a': 0.1, 'e': 0.8461996113371927}",30,0,-46.99011461469286,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
168,False,"{'a': 0.1, 'e': 0.8453538346846632}",20,0,-153.51814100309414,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
169,False,"{'a': 0.1, 'e': 0.8445089033860388}",25,7,-93.3214948760658,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 1}",1
170,False,"{'a': 0.1, 'e': 0.8436648165963881}",25,2,-108.47918373470971,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 1}",1
171,False,"{'a': 0.1, 'e': 0.8428215734716245}",20,8,-82.9565202606446,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 1}",1
172,False,"{'a': 0.1, 'e': 0.8419791731685045}",30,0,-97.59073554843249,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
173,False,"{'a': 0.1, 'e': 0.8411376148446278}",20,0,-92.79248800263665,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
174,False,"{'a': 0.1, 'e': 0.8402968976584361}",20,4,16.052101462132324,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.1, 'e': 0.839457020769212}",20,0,-50.32852307230202,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
176,False,"{'a': 0.1, 'e': 0.8386179833370787}",30,14,-30.72312221147982,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
177,False,"{'a': 0.1, 'e': 0.8377797845229986}",25,0,-20.803381528679633,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
178,False,"{'a': 0.1, 'e': 0.8369424234887728}",20,10,-43.76433019032056,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 0}",1
179,False,"{'a': 0.1, 'e': 0.8361058993970403}",20,0,-251.67858920778207,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 6}",0
180,False,"{'a': 0.1, 'e': 0.8352702114112768}",20,0,-41.0145485184424,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
181,False,"{'a': 0.1, 'e': 0.8344353586957943}",25,0,-98.87425904309401,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
182,False,"{'a': 0.1, 'e': 0.8336013404157401}",20,0,-62.67976780427788,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
183,False,"{'a': 0.1, 'e': 0.8327681557370957}",20,0,-123.10429014326739,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
184,False,"{'a': 0.1, 'e': 0.8319358038266765}",25,0,-71.2302631052222,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
