trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
794,False,"{'a': 0.1, 'e': 0.45203304202342615}",30,0,-103.10951617432796,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
795,False,"{'a': 0.1, 'e': 0.4515812349226037}",20,4,-74.8340053506019,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
796,False,"{'a': 0.1, 'e': 0.4511298794030539}",25,0,-24.50233691115193,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
797,False,"{'a': 0.1, 'e': 0.450678975013421}",20,13,-8.679433941153686,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
798,False,"{'a': 0.1, 'e': 0.4502285213028007}",20,11,17.158637035131875,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.1, 'e': 0.44977851782073924}",20,8,11.140521695139938,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.1, 'e': 0.44932896411723305}",20,2,30.893396980074673,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.1, 'e': 0.4488798597427284}",20,0,13.209685525272338,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
802,False,"{'a': 0.1, 'e': 0.448431204248121}",20,14,-28.441269486024623,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
803,False,"{'a': 0.1, 'e': 0.44798299718475515}",20,12,5.828831925927156,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
804,False,"{'a': 0.1, 'e': 0.4475352381044238}",25,8,-55.195907458246225,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
805,False,"{'a': 0.1, 'e': 0.4470879265593679}",30,0,-99.82767970134807,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 3}",0
806,False,"{'a': 0.1, 'e': 0.44664106210227583}",30,0,-47.97348706928524,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
807,False,"{'a': 0.1, 'e': 0.446194644286283}",20,0,-50.198613409728026,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
808,False,"{'a': 0.1, 'e': 0.4457486726649717}",35,21,-50.43573448547109,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
809,False,"{'a': 0.1, 'e': 0.4453031467923702}",20,3,3.4565686373627775,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
810,False,"{'a': 0.1, 'e': 0.4448580662229526}",30,14,-11.5271800714457,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
811,False,"{'a': 0.1, 'e': 0.4444134305116383}",35,5,-46.81026577184709,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",1
812,False,"{'a': 0.1, 'e': 0.4439692392137915}",30,10,-22.960482592339357,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",1
813,False,"{'a': 0.1, 'e': 0.44352549188522095}",30,16,-48.31790215685488,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
814,False,"{'a': 0.1, 'e': 0.44308218808217925}",30,9,-22.533374105957293,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 0}",1
815,False,"{'a': 0.1, 'e': 0.4426393273613626}",20,9,7.937149096724942,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
816,False,"{'a': 0.1, 'e': 0.4421969092799101}",20,14,11.325618773842791,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.1, 'e': 0.4417549333954038}",20,0,7.272162396128794,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
818,False,"{'a': 0.1, 'e': 0.44131339926586766}",30,7,15.14901897018358,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
819,False,"{'a': 0.1, 'e': 0.4408723064497676}",25,0,11.056103527985229,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
820,False,"{'a': 0.1, 'e': 0.44043165450601074}",25,0,-44.31293345789864,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
821,False,"{'a': 0.1, 'e': 0.43999144299394505}",25,6,-7.671815669286781,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
822,False,"{'a': 0.1, 'e': 0.43955167147335905}",20,9,20.266051053983585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.1, 'e': 0.43911233950448114}",25,0,0.6827488212210473,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
824,False,"{'a': 0.1, 'e': 0.4386734466479793}",20,14,7.1888879277496125,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.1, 'e': 0.43823499246496067}",20,15,-1.5159478766446188,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.1, 'e': 0.437796976516971}",20,6,24.002885579915144,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.1, 'e': 0.4373593983659944}",20,11,18.083252436497965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.1, 'e': 0.4369222575744526}",20,15,-4.983031756470032,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
829,False,"{'a': 0.1, 'e': 0.43648555370520475}",20,0,-57.556485779367804,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
830,False,"{'a': 0.1, 'e': 0.436049286321547}",30,17,-26.921124085274663,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
831,False,"{'a': 0.1, 'e': 0.4356134549872119}",25,18,-9.110657758863713,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
832,False,"{'a': 0.1, 'e': 0.4351780592663681}",25,14,-16.321533346292217,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
833,False,"{'a': 0.1, 'e': 0.4347430987236198}",30,14,-79.64989160283719,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
834,False,"{'a': 0.1, 'e': 0.4343085729240065}",25,9,2.1257100716838746,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.1, 'e': 0.4338744814330023}",25,0,-43.515675998150286,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
836,False,"{'a': 0.1, 'e': 0.43344082381651566}",25,11,-19.080105950804175,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
837,False,"{'a': 0.1, 'e': 0.433007599640889}",20,0,-27.297750140364734,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
838,False,"{'a': 0.1, 'e': 0.43257480847289803}",20,16,8.232052307246335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.1, 'e': 0.4321424498797516}",20,14,12.439249637463183,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.1, 'e': 0.43171052342909105}",20,1,-46.48812006512969,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
841,False,"{'a': 0.1, 'e': 0.43127902868898993}",25,0,-0.4536074021839971,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
842,False,"{'a': 0.1, 'e': 0.43084796522795343}",20,0,4.434469268725018,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
843,False,"{'a': 0.1, 'e': 0.43041733261491805}",35,23,-5.247184787551252,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
844,False,"{'a': 0.1, 'e': 0.4299871304192512}",20,9,-4.586120412147874,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
845,False,"{'a': 0.1, 'e': 0.42955735821075053}",30,18,-0.4974410161850895,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
846,False,"{'a': 0.1, 'e': 0.4291280155596439}",25,1,-59.87641881435358,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 1}",1
847,False,"{'a': 0.1, 'e': 0.4286991020365886}",20,11,13.085967258448942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.1, 'e': 0.42827061721267107}",25,16,14.844319373168844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.1, 'e': 0.4278425606594064}",25,13,-9.347833361155942,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
850,False,"{'a': 0.1, 'e': 0.4274149319487381}",25,11,12.950051606562441,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.1, 'e': 0.4269877306530373}",20,14,-1.3721947300004542,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.1, 'e': 0.42656095634510277}",20,8,1.1286576109305875,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
853,False,"{'a': 0.1, 'e': 0.4261346085981601}",25,0,-51.43750299799134,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
854,False,"{'a': 0.1, 'e': 0.42570868698586156}",30,12,22.508452057387746,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
855,False,"{'a': 0.1, 'e': 0.4252831910822855}",20,0,-26.420606543984263,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
856,False,"{'a': 0.1, 'e': 0.424858120461936}",25,4,-74.58875770275516,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 2}",1
857,False,"{'a': 0.1, 'e': 0.4244334746997423}",20,9,10.231862027410184,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.1, 'e': 0.42400925337105866}",20,10,-37.30989324372508,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
859,False,"{'a': 0.1, 'e': 0.42358545605166376}",20,5,-30.539382228987975,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
860,False,"{'a': 0.1, 'e': 0.4231620823177602}",25,7,-41.23833540525939,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
861,False,"{'a': 0.1, 'e': 0.4227391317459742}",20,0,-13.801251930360195,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
862,False,"{'a': 0.1, 'e': 0.42231660391335524}",30,5,-20.140334237551794,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
863,False,"{'a': 0.1, 'e': 0.42189449839737536}",20,11,15.530583976532922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.1, 'e': 0.421472814775929}",20,11,14.689654147279272,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.1, 'e': 0.42105155262733257}",25,0,21.246064430016116,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
866,False,"{'a': 0.1, 'e': 0.42063071153032383}",25,2,-58.992690961397216,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 0}",1
867,False,"{'a': 0.1, 'e': 0.4202102910640617}",25,9,-73.19494307337597,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 1}",1
868,False,"{'a': 0.1, 'e': 0.41979029080812563}",25,0,-15.721856092394985,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
869,False,"{'a': 0.1, 'e': 0.4193707103425154}",20,1,-27.817539733689784,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
870,False,"{'a': 0.1, 'e': 0.4189515492476504}",30,0,-58.84808957063816,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
871,False,"{'a': 0.1, 'e': 0.4185328071043696}",25,14,-71.80308402328485,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
872,False,"{'a': 0.1, 'e': 0.4181144834939307}",25,5,-45.60042311266051,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",1
873,False,"{'a': 0.1, 'e': 0.4176965779980102}",25,7,14.55788003778348,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
874,False,"{'a': 0.1, 'e': 0.4172790901987025}",25,0,-109.37496146556123,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
875,False,"{'a': 0.1, 'e': 0.41686201967851977}",25,0,-48.15393077878738,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
876,False,"{'a': 0.1, 'e': 0.41644536602039145}",25,17,15.61235393411765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.1, 'e': 0.41602912880766385}",25,19,-9.231120958590628,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
878,False,"{'a': 0.1, 'e': 0.41561330762409976}",25,0,-31.482529340274677,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
879,False,"{'a': 0.1, 'e': 0.4151979020538779}",20,0,-2.6313378321961722,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
880,False,"{'a': 0.1, 'e': 0.4147829116815927}",20,0,16.695686089550815,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
881,False,"{'a': 0.1, 'e': 0.41436833609225376}",20,0,8.557186926290575,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
882,False,"{'a': 0.1, 'e': 0.41395417487128544}",20,0,-65.98577150648046,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
883,False,"{'a': 0.1, 'e': 0.4135404276045265}",30,20,14.802304024008253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.1, 'e': 0.4131270938782296}",20,3,-46.78667792187952,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
885,False,"{'a': 0.1, 'e': 0.412714173279061}",20,13,-7.618455556032138,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
886,False,"{'a': 0.1, 'e': 0.4123016653941001}",25,0,-75.86582323251908,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
887,False,"{'a': 0.1, 'e': 0.41188956981083896}",25,8,-4.745919932480058,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
888,False,"{'a': 0.1, 'e': 0.41147788611718195}",20,10,8.578037699444566,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.1, 'e': 0.41106661390144533}",25,19,-1.5494975861388083,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
890,False,"{'a': 0.1, 'e': 0.4106557527523569}",25,0,-6.741941036762694,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
891,False,"{'a': 0.1, 'e': 0.4102453022590554}",25,1,-29.74017090522114,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 0}",1
892,False,"{'a': 0.1, 'e': 0.4098352620110904}",20,2,6.731587003324403,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
893,False,"{'a': 0.1, 'e': 0.4094256315984215}",25,17,5.227293848821421,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.1, 'e': 0.40901641061141836}",20,8,10.03276689260611,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.1, 'e': 0.4086075986408599}",30,3,22.634004972800508,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
896,False,"{'a': 0.1, 'e': 0.40819919527793413}",25,13,0.9892743777866311,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.1, 'e': 0.40779120011423764}",25,10,-31.709936575912035,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
898,False,"{'a': 0.1, 'e': 0.40738361274177526}",25,11,2.5899071865723835,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.1, 'e': 0.4069764327529596}",25,5,-51.19298170929881,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
900,False,"{'a': 0.1, 'e': 0.40656965974061055}",30,12,-3.0098705073614003,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
901,False,"{'a': 0.1, 'e': 0.40616329329795514}",20,14,14.402250751798139,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.1, 'e': 0.4057573330186269}",20,15,7.669388822572288,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.1, 'e': 0.4053517784966654}",35,0,-113.16155368145924,"{0: 27, 1: 2, 2: 2, 3: 2, 4: 2}",0
904,False,"{'a': 0.1, 'e': 0.40494662932651626}",25,10,17.960951722348014,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.1, 'e': 0.4045418851030302}",25,11,1.0148811907928608,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
906,False,"{'a': 0.1, 'e': 0.4041375454214629}",20,16,5.709033076526108,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.1, 'e': 0.40373360987747475}",30,0,-64.77648237075984,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",1
908,False,"{'a': 0.1, 'e': 0.4033300780671301}",30,16,24.882097543989076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.1, 'e': 0.4029269495868972}",25,9,25.49643635822492,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.1, 'e': 0.4025242240336474}",25,16,-3.8906965704010217,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
911,False,"{'a': 0.1, 'e': 0.40212190100465517}",30,4,-63.932531555394476,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 1}",1
912,False,"{'a': 0.1, 'e': 0.40171998009759746}",25,19,-1.5074229442249378,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.1, 'e': 0.40131846091055334}",20,9,-24.63214336758345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
914,False,"{'a': 0.1, 'e': 0.40091734304200355}",30,16,5.999801585957297,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
915,False,"{'a': 0.1, 'e': 0.4005166260908302}",25,13,-72.25870148164122,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
916,False,"{'a': 0.1, 'e': 0.40011630965631634}",25,0,-23.075489014453886,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
917,False,"{'a': 0.1, 'e': 0.39971639333814546}",20,0,-26.555181739677817,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
918,False,"{'a': 0.1, 'e': 0.39931687673640126}",20,3,-75.64456567758728,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
919,False,"{'a': 0.1, 'e': 0.39891775945156704}",20,14,-49.90208841143807,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 1}",1
920,False,"{'a': 0.1, 'e': 0.3985190410845255}",25,0,-12.723293642201623,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
921,False,"{'a': 0.1, 'e': 0.3981207212365583}",25,7,-21.153809691526465,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
922,False,"{'a': 0.1, 'e': 0.39772279950934547}",25,9,-6.9863391791195015,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
923,False,"{'a': 0.1, 'e': 0.3973252755049653}",20,6,-36.90548597193147,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
924,False,"{'a': 0.1, 'e': 0.3969281488258938}",25,9,19.086953827122944,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
925,False,"{'a': 0.1, 'e': 0.39653141907500417}",20,3,-5.6317975890718746,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
926,False,"{'a': 0.1, 'e': 0.39613508585556667}",20,16,5.297034374989867,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.1, 'e': 0.39573914877124805}",30,15,11.762111091976118,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.1, 'e': 0.3953436074261112}",30,11,-3.1297546817746067,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
929,False,"{'a': 0.1, 'e': 0.39494846142461465}",30,15,11.94394410146045,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.1, 'e': 0.39455371037161246}",25,2,1.8488042537508047,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
931,False,"{'a': 0.1, 'e': 0.3941593538723535}",20,0,7.018004973377897,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
932,False,"{'a': 0.1, 'e': 0.3937653915324813}",25,20,11.435113676748832,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.1, 'e': 0.3933718229580334}",20,0,-64.18357002127327,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
934,False,"{'a': 0.1, 'e': 0.3929786477554413}",30,17,-25.239603436534516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
935,False,"{'a': 0.1, 'e': 0.39258586553152963}",20,0,-66.65154473616803,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
936,False,"{'a': 0.1, 'e': 0.3921934758935163}",20,8,-43.32503704099375,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
937,False,"{'a': 0.1, 'e': 0.3918014784490115}",20,3,24.303323708072764,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.1, 'e': 0.3914098728060178}",30,0,-77.50588393673193,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
939,False,"{'a': 0.1, 'e': 0.3910186585729295}",20,0,15.04519765507623,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
940,False,"{'a': 0.1, 'e': 0.3906278353585324}",20,11,5.633554056048425,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.1, 'e': 0.3902374027720032}",35,13,-21.876305730395842,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
942,False,"{'a': 0.1, 'e': 0.3898473604229093}",25,10,-36.3541562197279,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
943,False,"{'a': 0.1, 'e': 0.38945770792120826}",20,11,-23.770385310702736,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
944,False,"{'a': 0.1, 'e': 0.3890684448772476}",30,19,-4.152347008505709,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
945,False,"{'a': 0.1, 'e': 0.3886795709017643}",25,6,-25.89276651428332,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
946,False,"{'a': 0.1, 'e': 0.38829108560588427}",20,7,22.646205466403316,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.1, 'e': 0.3879029886011222}",25,0,-16.009654220974905,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
948,False,"{'a': 0.1, 'e': 0.3875152794993811}",20,12,13.56368870583515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.1, 'e': 0.38712795791295174}",25,2,-16.291658252196882,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
950,False,"{'a': 0.1, 'e': 0.38674102345451256}",20,0,16.811762364890352,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
951,False,"{'a': 0.1, 'e': 0.38635447573712906}",20,0,-36.97329355207754,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
952,False,"{'a': 0.1, 'e': 0.3859683143742535}",25,0,13.70123277382218,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
953,False,"{'a': 0.1, 'e': 0.38558253897972444}",25,2,-43.1032867599665,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
954,False,"{'a': 0.1, 'e': 0.38519714916776654}",20,3,-41.861766752034136,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
955,False,"{'a': 0.1, 'e': 0.3848121445529899}",25,17,14.459741943573142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.1, 'e': 0.3844275247503899}",25,0,-32.078439070232754,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
957,False,"{'a': 0.1, 'e': 0.38404328937534665}",20,11,15.101997501065474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.1, 'e': 0.3836594380436248}",20,0,14.561108179164586,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.1, 'e': 0.38327597037137295}",30,18,16.144642138036634,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.1, 'e': 0.38289288597512344}",25,0,2.161683924034085,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
961,False,"{'a': 0.1, 'e': 0.3825101844717918}",20,0,24.576585975226852,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
962,False,"{'a': 0.1, 'e': 0.3821278654786765}",20,3,15.38294718463469,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
963,False,"{'a': 0.1, 'e': 0.3817459286134585}",20,0,13.226108606530602,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
964,False,"{'a': 0.1, 'e': 0.38136437349420094}",20,9,5.572501522742817,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.1, 'e': 0.38098319973934863}",25,18,-0.278803441528086,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
966,False,"{'a': 0.1, 'e': 0.38060240696772785}",20,10,10.665158166488487,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.1, 'e': 0.38022199479854574}",20,0,31.96672243996749,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
968,False,"{'a': 0.1, 'e': 0.3798419628513901}",35,12,-20.812026716061688,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1
969,False,"{'a': 0.1, 'e': 0.379462310746229}",20,0,14.388971397528397,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
970,False,"{'a': 0.1, 'e': 0.37908303810341026}",20,0,19.582457978178823,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
971,False,"{'a': 0.1, 'e': 0.3787041445436612}",20,12,11.958194275737885,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.1, 'e': 0.37832562968808825}",20,16,6.620899800645105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.1, 'e': 0.3779474931581765}",20,10,16.291121981900897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.1, 'e': 0.3775697345757894}",25,10,-30.162507775482354,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
975,False,"{'a': 0.1, 'e': 0.3771923535631684}",20,8,3.341481208045959,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
976,False,"{'a': 0.1, 'e': 0.37681534974293235}",20,1,-4.695104967540231,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
977,False,"{'a': 0.1, 'e': 0.37643872273807744}",25,0,-70.35734838759089,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
